ID,X_original,Y_original,Elevation,Z_not_corrected_elevation,Z,azimuth,dip,polarity,formation,series,id,Dataset,X,Y
4300008746,593033.0,6708223.0,5.0,-83.0,-78.0,0,0,1,unit3,Unit3,3,SIAGAS,-2297547.1177592743,6330341.317693229
4300008746,593033.0,6708223.0,5.0,-135.0,-130.0,0,0,1,unit4,Unit4,4,SIAGAS,-2297547.1177592743,6330341.317693229
4300020527,594058.0,6708510.0,6.87,-12.0,-5.13,0,0,1,unit1,Unit1,1,SIAGAS,-2296739.4437186816,6331034.611746393
4300020527,594058.0,6708510.0,6.87,-70.0,-63.13,0,0,1,unit2,Unit2,2,SIAGAS,-2296739.4437186816,6331034.611746393
4300020527,594058.0,6708510.0,6.87,-94.0,-87.13,0,0,1,unit3,Unit3,3,SIAGAS,-2296739.4437186816,6331034.611746393
4300025596,592180.0,6708082.0,7.0,-11.0,-4.0,0,0,1,unit1,Unit1,1,SIAGAS,-2298260.6091267113,6329853.034917993
4300025596,592180.0,6708082.0,7.0,-68.0,-61.0,0,0,1,unit2,Unit2,2,SIAGAS,-2298260.6091267113,6329853.034917993
4300025596*,592180.0,6708082.0,7.0,-77.0,-70.0,0,0,1,unit3,Unit3,3,SIAGAS,-2298260.6091267113,6329853.034917993
4300021751,589074.0,6695009.0,5.0,-44.0,-39.0,0,0,1,unit1,Unit1,1,SIAGAS,-2295550.712577511,6316692.220897095
4300021751,589074.0,6695009.0,5.0,-80.0,-75.0,0,0,1,unit2,Unit2,2,SIAGAS,-2295550.712577511,6316692.220897095
4300024097,573124.0,6698268.0,3.0,-27.0,-24.0,0,0,1,unit1,Unit1,1,SIAGAS,-2311383.6346957586,6312905.116700284
4300024097,573124.0,6698268.0,3.0,-57.0,-54.0,0,0,1,unit4,Unit4,4,SIAGAS,-2311383.6346957586,6312905.116700284
Dummy point,573123.785,6698267.215,3.0,-57.0,-54.0,180,1,1,unit4,Unit4,4,Dummy point,-2311383.497796597,6312904.314385745
4300024097,573124.0,6698268.0,3.0,-65.0,-62.0,0,0,1,pelotas_lower,Pelotas_Basin_Lower,5,SIAGAS,-2311383.6346957586,6312905.116700284
4300024099,571809.0,6685623.0,8.0,-29.0,-21.0,0,0,1,unit1,Unit1,1,SIAGAS,-2307231.4215160003,6300889.111719016
4300024099,571809.0,6685623.0,8.0,-75.0,-67.0,0,0,1,unit2,Unit2,2,SIAGAS,-2307231.4215160003,6300889.111719016
4300024099*,571809.0,6685623.0,8.0,-94.0,-86.0,0,0,1,unit3,Unit3,3,SIAGAS,-2307231.4215160003,6300889.111719016
4300024620,573300.0,6693300.0,7.0,-8.0,-1.0,0,0,1,unit1,Unit1,1,SIAGAS,-2309124.5570009123,6308476.9604283525
4300024620,573300.0,6693300.0,7.0,-56.0,-49.0,0,0,1,unit2,Unit2,2,SIAGAS,-2309124.5570009123,6308476.9604283525
4300024620,573300.0,6693300.0,7.0,-86.0,-79.0,0,0,1,unit3,Unit3,3,SIAGAS,-2309124.5570009123,6308476.9604283525
4300024687,572750.0,6692800.0,13.0,-23.0,-10.0,0,0,1,unit1,Unit1,1,SIAGAS,-2309411.717152912,6307791.366490876
4300024687,572750.0,6692800.0,13.0,-66.0,-53.0,0,0,1,unit2,Unit2,2,SIAGAS,-2309411.717152912,6307791.366490876
4300024687,572750.0,6692800.0,13.0,-69.0,-56.0,0,0,1,unit3,Unit3,3,SIAGAS,-2309411.717152912,6307791.366490876
4300025397,565067.0,6687022.0,12.5,-60.0,-47.5,0,0,1,unit2,Unit2,2,SIAGAS,-2313932.9915643767,6299307.743992425
4300025397,565067.0,6687022.0,12.5,-82.0,-69.5,0,0,1,unit3,Unit3,3,SIAGAS,-2313932.9915643767,6299307.743992425
4300008101,615547.0,6743570.0,25.0,-20.0,5.0,0,0,1,unit1,Unit1,1,SIAGAS,-2292080.7919396795,6371891.406586444
4300008102,618432.0,6747533.0,27.0,-19.0,8.0,0,0,1,unit1,Unit1,1,SIAGAS,-2291140.9301453573,6376702.358031592
4300002985,580300.0,6677925.0,6.0,-66.0,-60.0,0,0,1,unit2,Unit2,2,SIAGAS,-2296282.6467173924,6297500.806034848
4300002985,580300.0,6677925.0,6.0,-85.0,-79.0,0,0,1,unit3,Unit3,3,SIAGAS,-2296282.6467173924,6297500.806034848
4300008564,580223.0,6675672.0,12.0,-38.0,-26.0,0,0,1,unit1,Unit1,1,SIAGAS,-2295400.2734732926,6295426.352984501
4300008564,580223.0,6675672.0,12.0,-74.0,-62.0,0,0,1,unit2,Unit2,2,SIAGAS,-2295400.2734732926,6295426.352984501
4300008564,580223.0,6675672.0,12.0,-91.0,-79.0,0,0,1,unit3,Unit3,3,SIAGAS,-2295400.2734732926,6295426.352984501
4300025404,580160.0,6677209.0,2.0,-22.0,-20.0,0,0,1,unit1,Unit1,1,SIAGAS,-2296106.935132171,6296792.723102687
4300025404,580160.0,6677209.0,2.0,-67.0,-65.0,0,0,1,unit2,Unit2,2,SIAGAS,-2296106.935132171,6296792.723102687
4300025404*,580160.0,6677209.0,2.0,-100.0,-98.0,0,0,1,unit3,Unit3,3,SIAGAS,-2296106.935132171,6296792.723102687
4300025405,580190.0,6675680.0,13.0,-10.0,3.0,0,0,1,unit1,Unit1,1,SIAGAS,-2295433.5625763587,6295419.657044159
4300025405,580190.0,6675680.0,13.0,-77.0,-64.0,0,0,1,unit2,Unit2,2,SIAGAS,-2295433.5625763587,6295419.657044159
4300025405,580190.0,6675680.0,13.0,-90.0,-77.0,0,0,1,unit3,Unit3,3,SIAGAS,-2295433.5625763587,6295419.657044159
4300021965,598900.0,6734245.0,7.0,-5.0,2.0,0,0,1,unit1,Unit1,1,SIAGAS,-2303227.182379747,6356404.76026913
4300021965,598900.0,6734245.0,7.0,-29.0,-22.0,0,0,1,unit2,Unit2,2,SIAGAS,-2303227.182379747,6356404.76026913
4300021965,598900.0,6734245.0,7.0,-55.0,-48.0,0,0,1,unit4,Unit4,3,SIAGAS,-2303227.182379747,6356404.76026913
4300008556,592766.0,6705207.0,7.0,-14.0,-7.0,0,0,1,unit1,Unit1,1,SIAGAS,-2296514.485261003,6327495.054331642
4300008556,592766.0,6705207.0,7.0,-79.0,-72.0,0,0,1,unit2,Unit2,2,SIAGAS,-2296514.485261003,6327495.054331642
4300020529,590649.0,6702227.0,5.68,-40.0,-34.32,0,0,1,unit1,Unit1,1,SIAGAS,-2297173.7364261723,6323899.574266167
4300020529,590649.0,6702227.0,5.68,-80.0,-74.32,0,0,1,unit2,Unit2,2,SIAGAS,-2297173.7364261723,6323899.574266167
Fault_point_1,614802.477898904,6755088.5853733,0.0,0.0,0.0,180,85,1,fault1,Fault1,1,Fault,-2297623.5226457,6382016.14156972
Fault_point_3,611425.734,6756722.676,0.0,0.0,-1000.0,180,85,1,fault1,Fault1,1,Dummy Point,-2301374.4884762876,6382070.056992522
Fault_point_4,590596.154851136,6740763.38066296,0.0,0.0,0.0,180,85,1,fault2,Fault2,2,Fault,-2313507.8086056532,6358803.062820262
Fault_point_6,595016.174,6738766.875,0.0,0.0,-1000.0,180,85,1,fault2,Fault2,2,Dummy Point,-2308658.151079351,6358861.595000613
Fault_point_7,586603.144756223,6724103.27435727,0.0,0.0,0.0,180,85,1,fault3,Fault3,3,Fault,-2310085.839581063,6342016.359757133
Fault_point_9,588672.894,6723376.118,0.0,0.0,-1000.0,180,85,1,fault3,Fault3,3,Dummy Point,-2307902.7001684913,6342232.046115789
Dummy_point_1,610203.963,6745698.229,29.0,-974.0,-1000.0,0,0,1,parana_basin,Parana_Province,7,Dummy Point,-2297822.656419771,6371562.172092385
